Running MMD experiment for train domain: AwsCont and test domain: AwsCont
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Epoch 1: Train Loss=0.2354, Accuracy=92.72%
         Val Loss=1.5292, Accuracy=78.58%
         MMD Loss=0.0000, Regular Loss=0.0120
Epoch 8: Train Loss=0.0105, Accuracy=99.64%
         Val Loss=1.2110, Accuracy=80.50%
         MMD Loss=0.0000, Regular Loss=0.0105
Epoch 9: Train Loss=0.0106, Accuracy=99.63%
         Val Loss=2.1242, Accuracy=74.73%
         MMD Loss=0.0000, Regular Loss=0.0106
Epoch 10: Train Loss=0.0090, Accuracy=99.65%
         Val Loss=1.5300, Accuracy=78.33%
         MMD Loss=0.0000, Regular Loss=0.0090
Epoch 11: Train Loss=0.0084, Accuracy=99.70%
         Val Loss=1.5757, Accuracy=77.91%
         MMD Loss=0.0000, Regular Loss=0.0084
Epoch 12: Train Loss=0.0074, Accuracy=99.78%
         Val Loss=3.3969, Accuracy=68.79%
         MMD Loss=0.0000, Regular Loss=0.0074
Epoch 13: Train Loss=0.0099, Accuracy=99.66%
         Val Loss=1.8584, Accuracy=76.23%
         MMD Loss=0.0000, Regular Loss=0.0099
Epoch 14: Train Loss=0.0022, Accuracy=99.92%
         Val Loss=2.0110, Accuracy=77.91%
         MMD Loss=0.0000, Regular Loss=0.0022
Epoch 15: Train Loss=0.0066, Accuracy=99.81%
         Val Loss=1.8653, Accuracy=77.24%
         MMD Loss=0.0000, Regular Loss=0.0066
Epoch 16: Train Loss=0.0053, Accuracy=99.81%
         Val Loss=2.9157, Accuracy=73.72%
         MMD Loss=0.0000, Regular Loss=0.0053
Epoch 17: Train Loss=0.0048, Accuracy=99.84%
         Val Loss=3.7581, Accuracy=76.82%
         MMD Loss=0.0000, Regular Loss=0.0048
Epoch 18: Train Loss=0.0053, Accuracy=99.85%
         Val Loss=3.7199, Accuracy=75.73%
         MMD Loss=0.0000, Regular Loss=0.0053
Epoch 19: Train Loss=0.0040, Accuracy=99.86%
         Val Loss=2.6119, Accuracy=77.24%
         MMD Loss=0.0000, Regular Loss=0.0040
Epoch 20: Train Loss=0.0013, Accuracy=99.96%
         Val Loss=3.1307, Accuracy=76.07%
         MMD Loss=0.0000, Regular Loss=0.0013
Training completed.
Model for train domain AwsCont to test domain BenContainer saved to exps/CNN_mmd2_0/AwsCont_to_BenContainer/weights/model_final_AwsCont_to_BenContainer.pth
Running MMD experiment for train domain: AwsCont and test domain: CabSpicy1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_CabSpicy1_256.pkl
Epoch 1: Train Loss=0.2240, Accuracy=92.99%
         Val Loss=0.9512, Accuracy=73.70%
         MMD Loss=0.0000, Regular Loss=0.2249
Epoch 2: Train Loss=0.0592, Accuracy=98.16%
         Val Loss=0.7974, Accuracy=79.44%
         MMD Loss=0.0000, Regular Loss=0.0592
Epoch 3: Train Loss=0.0376, Accuracy=98.80%
         Val Loss=1.3652, Accuracy=67.75%
         MMD Loss=0.0000, Regular Loss=0.0376
Epoch 4: Train Loss=0.0248, Accuracy=99.14%
         Val Loss=1.0919, Accuracy=75.34%
         MMD Loss=0.0000, Regular Loss=0.0247
Epoch 5: Train Loss=0.0192, Accuracy=99.42%
         Val Loss=1.3058, Accuracy=78.02%
         MMD Loss=0.0000, Regular Loss=0.0192
Epoch 6: Train Loss=0.0165, Accuracy=99.38%
         Val Loss=0.9483, Accuracy=81.29%
         MMD Loss=0.0000, Regular Loss=0.0165
Epoch 7: Train Loss=0.0177, Accuracy=99.45%
         Val Loss=1.3202, Accuracy=71.32%
         MMD Loss=0.0000, Regular Loss=0.0177
Epoch 8: Train Loss=0.0166, Accuracy=99.42%
         Val Loss=1.2104, Accuracy=81.13%
         MMD Loss=0.0000, Regular Loss=0.0166
Epoch 9: Train Loss=0.0106, Accuracy=99.68%
         Val Loss=1.5642, Accuracy=77.14%
         MMD Loss=0.0000, Regular Loss=0.0107
Epoch 10: Train Loss=0.0113, Accuracy=99.62%
         Val Loss=1.7844, Accuracy=70.89%
         MMD Loss=0.0000, Regular Loss=0.0113
Epoch 11: Train Loss=0.0070, Accuracy=99.77%
         Val Loss=1.5247, Accuracy=79.87%
         MMD Loss=0.0000, Regular Loss=0.0070
Epoch 12: Train Loss=0.0090, Accuracy=99.71%
         Val Loss=1.2695, Accuracy=81.44%
         MMD Loss=0.0000, Regular Loss=0.0090
Epoch 13: Train Loss=0.0083, Accuracy=99.73%
         Val Loss=1.3436, Accuracy=76.47%
         MMD Loss=0.0000, Regular Loss=0.0083
Epoch 14: Train Loss=0.0054, Accuracy=99.82%
         Val Loss=1.0523, Accuracy=83.25%
         MMD Loss=0.0000, Regular Loss=0.0054
Epoch 15: Train Loss=0.0098, Accuracy=99.71%
         Val Loss=1.4322, Accuracy=77.53%
         MMD Loss=0.0000, Regular Loss=0.0098
Epoch 16: Train Loss=0.0036, Accuracy=99.90%
         Val Loss=1.5144, Accuracy=80.37%
         MMD Loss=0.0000, Regular Loss=0.0036
Epoch 17: Train Loss=0.0072, Accuracy=99.77%
         Val Loss=1.6228, Accuracy=79.67%
         MMD Loss=0.0000, Regular Loss=0.0072
Epoch 18: Train Loss=0.0064, Accuracy=99.80%
         Val Loss=1.4640, Accuracy=80.33%
         MMD Loss=0.0000, Regular Loss=0.0064
Epoch 19: Train Loss=0.0038, Accuracy=99.86%
         Val Loss=1.7415, Accuracy=79.33%
         MMD Loss=0.0000, Regular Loss=0.0038
Epoch 20: Train Loss=0.0066, Accuracy=99.81%
         Val Loss=1.1487, Accuracy=85.77%
         MMD Loss=0.0000, Regular Loss=0.0069
Training completed.
Model for train domain AwsCont to test domain CabSpicy1 saved to exps/CNN_mmd2_0/AwsCont_to_CabSpicy1/weights/model_final_AwsCont_to_CabSpicy1.pth
Running MMD experiment for train domain: AwsCont and test domain: HujiPC
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_HujiPC_256.pkl
Epoch 1: Train Loss=0.2250, Accuracy=93.17%
         Val Loss=0.7669, Accuracy=80.77%
         MMD Loss=0.0000, Regular Loss=0.2249
Epoch 2: Train Loss=0.0572, Accuracy=98.18%
         Val Loss=0.8004, Accuracy=81.07%
         MMD Loss=0.0000, Regular Loss=0.0572
Epoch 3: Train Loss=0.0340, Accuracy=98.94%
         Val Loss=0.8370, Accuracy=80.05%
         MMD Loss=0.0000, Regular Loss=0.0340
Epoch 4: Train Loss=0.0227, Accuracy=99.30%
         Val Loss=0.7735, Accuracy=82.80%
         MMD Loss=0.0000, Regular Loss=0.0227
Epoch 5: Train Loss=0.0200, Accuracy=99.40%
         Val Loss=0.8089, Accuracy=83.29%
         MMD Loss=0.0000, Regular Loss=0.0200
Epoch 6: Train Loss=0.0138, Accuracy=99.52%
         Val Loss=0.8470, Accuracy=83.09%
         MMD Loss=0.0000, Regular Loss=0.0138
Epoch 7: Train Loss=0.0130, Accuracy=99.55%
         Val Loss=1.0478, Accuracy=78.59%
         MMD Loss=0.0000, Regular Loss=0.0130
Epoch 8: Train Loss=0.0129, Accuracy=99.58%
         Val Loss=1.1199, Accuracy=82.30%
         MMD Loss=0.0000, Regular Loss=0.0132
Epoch 9: Train Loss=0.0097, Accuracy=99.68%
         Val Loss=1.1296, Accuracy=76.21%
         MMD Loss=0.0000, Regular Loss=0.0097
Epoch 10: Train Loss=0.0107, Accuracy=99.68%
         Val Loss=1.2800, Accuracy=79.54%
         MMD Loss=0.0000, Regular Loss=0.0107
Epoch 11: Train Loss=0.0065, Accuracy=99.81%
         Val Loss=1.2447, Accuracy=79.69%
         MMD Loss=0.0000, Regular Loss=0.0065
Epoch 12: Train Loss=0.0064, Accuracy=99.82%
         Val Loss=1.4206, Accuracy=79.11%
         MMD Loss=0.0000, Regular Loss=0.0064
Epoch 13: Train Loss=0.0097, Accuracy=99.67%
         Val Loss=1.7874, Accuracy=78.00%
         MMD Loss=0.0000, Regular Loss=0.0097
Epoch 14: Train Loss=0.0045, Accuracy=99.86%
         Val Loss=1.1895, Accuracy=81.47%
         MMD Loss=0.0000, Regular Loss=0.0045
Epoch 15: Train Loss=0.0053, Accuracy=99.83%
         Val Loss=1.3736, Accuracy=79.48%
         MMD Loss=0.0000, Regular Loss=0.0053
Epoch 16: Train Loss=0.0039, Accuracy=99.86%
         Val Loss=1.2844, Accuracy=83.21%
         MMD Loss=0.0000, Regular Loss=0.0039
Epoch 17: Train Loss=0.0061, Accuracy=99.83%
         Val Loss=1.0881, Accuracy=83.14%
         MMD Loss=0.0000, Regular Loss=0.0061
Epoch 18: Train Loss=0.0053, Accuracy=99.80%
         Val Loss=1.7055, Accuracy=79.59%
         MMD Loss=0.0000, Regular Loss=0.0053
Epoch 19: Train Loss=0.0017, Accuracy=99.96%
         Val Loss=1.9260, Accuracy=79.28%
         MMD Loss=0.0000, Regular Loss=0.0017
Epoch 20: Train Loss=0.0068, Accuracy=99.83%
         Val Loss=1.3362, Accuracy=84.38%
         MMD Loss=0.0000, Regular Loss=0.0068
Training completed.
Model for train domain AwsCont to test domain HujiPC saved to exps/CNN_mmd2_0/AwsCont_to_HujiPC/weights/model_final_AwsCont_to_HujiPC.pth
Running MMD experiment for train domain: AwsCont and test domain: TLVunContainer1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_TLVunContainer1_256.pkl
Epoch 1: Train Loss=0.2144, Accuracy=93.65%
         Val Loss=1.1257, Accuracy=70.65%
         MMD Loss=0.0000, Regular Loss=0.2143
Epoch 2: Train Loss=0.0531, Accuracy=98.47%
         Val Loss=1.2143, Accuracy=70.03%
         MMD Loss=0.0000, Regular Loss=0.0531
Epoch 3: Train Loss=0.0366, Accuracy=98.88%
         Val Loss=1.5598, Accuracy=70.03%
         MMD Loss=0.0000, Regular Loss=0.0366
Epoch 4: Train Loss=0.0218, Accuracy=99.30%
         Val Loss=2.7672, Accuracy=61.89%
         MMD Loss=0.0000, Regular Loss=0.0218
Epoch 5: Train Loss=0.0185, Accuracy=99.45%
         Val Loss=2.5901, Accuracy=66.90%
         MMD Loss=0.0000, Regular Loss=0.0185
Epoch 6: Train Loss=0.0172, Accuracy=99.48%
         Val Loss=1.8516, Accuracy=71.07%
         MMD Loss=0.0000, Regular Loss=0.0172
Epoch 7: Train Loss=0.0139, Accuracy=99.55%
         Val Loss=2.9663, Accuracy=66.11%
         MMD Loss=0.0000, Regular Loss=0.0139
Epoch 8: Train Loss=0.0112, Accuracy=99.64%
         Val Loss=1.4068, Accuracy=77.55%
         MMD Loss=0.0000, Regular Loss=0.0112
Epoch 9: Train Loss=0.0110, Accuracy=99.66%
         Val Loss=3.0524, Accuracy=70.13%
         MMD Loss=0.0000, Regular Loss=0.0110
Epoch 10: Train Loss=0.0121, Accuracy=99.56%
         Val Loss=3.0073, Accuracy=68.74%
         MMD Loss=0.0000, Regular Loss=0.0121
Epoch 11: Train Loss=0.0071, Accuracy=99.73%
         Val Loss=2.4243, Accuracy=70.74%
         MMD Loss=0.0000, Regular Loss=0.0071
Epoch 12: Train Loss=0.0066, Accuracy=99.80%
         Val Loss=2.4682, Accuracy=70.74%
         MMD Loss=0.0000, Regular Loss=0.0066
Epoch 13: Train Loss=0.0104, Accuracy=99.66%
         Val Loss=4.0456, Accuracy=65.36%
         MMD Loss=0.0000, Regular Loss=0.0104
Epoch 14: Train Loss=0.0079, Accuracy=99.78%
         Val Loss=2.6075, Accuracy=70.63%
         MMD Loss=0.0000, Regular Loss=0.0079
Epoch 15: Train Loss=0.0032, Accuracy=99.88%
         Val Loss=3.4736, Accuracy=71.15%
         MMD Loss=0.0000, Regular Loss=0.0032
Epoch 16: Train Loss=0.0096, Accuracy=99.75%
         Val Loss=2.8381, Accuracy=71.71%
         MMD Loss=0.0000, Regular Loss=0.0095
Epoch 17: Train Loss=0.0052, Accuracy=99.85%
         Val Loss=3.9996, Accuracy=69.47%
         MMD Loss=0.0000, Regular Loss=0.0052
Epoch 18: Train Loss=0.0062, Accuracy=99.81%
         Val Loss=3.8484, Accuracy=70.84%
         MMD Loss=0.0000, Regular Loss=0.0062
Epoch 19: Train Loss=0.0062, Accuracy=99.83%
         Val Loss=2.7036, Accuracy=68.70%
         MMD Loss=0.0000, Regular Loss=0.0062
Epoch 20: Train Loss=0.0037, Accuracy=99.91%
         Val Loss=3.7670, Accuracy=66.65%
         MMD Loss=0.0000, Regular Loss=0.0037
Training completed.
Model for train domain AwsCont to test domain TLVunContainer1 saved to exps/CNN_mmd2_0/AwsCont_to_TLVunContainer1/weights/model_final_AwsCont_to_TLVunContainer1.pth
Running MMD experiment for train domain: AwsCont and test domain: TLVunContainer2
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_TLVunContainer2_256.pkl
Epoch 1: Train Loss=0.2346, Accuracy=92.98%
         Val Loss=1.2037, Accuracy=68.18%
         MMD Loss=0.0000, Regular Loss=0.2347
Epoch 2: Train Loss=0.0596, Accuracy=98.27%
         Val Loss=1.2732, Accuracy=71.63%
         MMD Loss=0.0000, Regular Loss=0.0596
Epoch 3: Train Loss=0.0351, Accuracy=98.89%
         Val Loss=2.3137, Accuracy=69.68%
         MMD Loss=0.0000, Regular Loss=0.0350
Epoch 4: Train Loss=0.0242, Accuracy=99.19%
         Val Loss=3.0146, Accuracy=68.52%
         MMD Loss=0.0000, Regular Loss=0.0241
Epoch 5: Train Loss=0.0148, Accuracy=99.54%
         Val Loss=2.5483, Accuracy=72.07%
         MMD Loss=0.0000, Regular Loss=0.0148
Epoch 6: Train Loss=0.0140, Accuracy=99.58%
         Val Loss=2.2888, Accuracy=72.59%
         MMD Loss=0.0000, Regular Loss=0.0140
Epoch 7: Train Loss=0.0166, Accuracy=99.53%
         Val Loss=2.1112, Accuracy=71.05%
         MMD Loss=0.0000, Regular Loss=0.0167
Epoch 8: Train Loss=0.0109, Accuracy=99.59%
         Val Loss=3.0420, Accuracy=69.68%
         MMD Loss=0.0000, Regular Loss=0.0109
Epoch 9: Train Loss=0.0104, Accuracy=99.67%
         Val Loss=3.0133, Accuracy=69.35%
         MMD Loss=0.0000, Regular Loss=0.0104
Epoch 10: Train Loss=0.0116, Accuracy=99.70%
         Val Loss=2.7478, Accuracy=71.20%
         MMD Loss=0.0000, Regular Loss=0.0116
Epoch 11: Train Loss=0.0062, Accuracy=99.79%
         Val Loss=3.0923, Accuracy=69.66%
         MMD Loss=0.0000, Regular Loss=0.0062
Epoch 12: Train Loss=0.0059, Accuracy=99.77%
         Val Loss=2.7596, Accuracy=69.58%
         MMD Loss=0.0000, Regular Loss=0.0059
Epoch 13: Train Loss=0.0076, Accuracy=99.78%
         Val Loss=2.4218, Accuracy=74.69%
         MMD Loss=0.0000, Regular Loss=0.0075
Epoch 14: Train Loss=0.0067, Accuracy=99.77%
         Val Loss=3.9694, Accuracy=70.59%
         MMD Loss=0.0000, Regular Loss=0.0067
Epoch 15: Train Loss=0.0068, Accuracy=99.79%
         Val Loss=2.7228, Accuracy=72.51%
         MMD Loss=0.0000, Regular Loss=0.0068
Epoch 16: Train Loss=0.0069, Accuracy=99.77%
         Val Loss=3.2864, Accuracy=70.55%
         MMD Loss=0.0000, Regular Loss=0.0069
Epoch 17: Train Loss=0.0049, Accuracy=99.88%
         Val Loss=4.0194, Accuracy=68.72%
         MMD Loss=0.0000, Regular Loss=0.0049
Epoch 18: Train Loss=0.0078, Accuracy=99.78%
         Val Loss=3.7636, Accuracy=69.01%
         MMD Loss=0.0000, Regular Loss=0.0078
Epoch 19: Train Loss=0.0031, Accuracy=99.91%
         Val Loss=3.0250, Accuracy=71.76%
         MMD Loss=0.0000, Regular Loss=0.0031
Epoch 20: Train Loss=0.0041, Accuracy=99.87%
         Val Loss=3.3835, Accuracy=70.78%
         MMD Loss=0.0000, Regular Loss=0.0041
Training completed.
Model for train domain AwsCont to test domain TLVunContainer2 saved to exps/CNN_mmd2_0/AwsCont_to_TLVunContainer2/weights/model_final_AwsCont_to_TLVunContainer2.pth
Running MMD experiment for train domain: BenContainer and test domain: AwsCont
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Epoch 1: Train Loss=0.5930, Accuracy=82.21%
         Val Loss=1.0553, Accuracy=58.37%
         MMD Loss=0.0000, Regular Loss=0.5931
Epoch 2: Train Loss=0.2963, Accuracy=91.30%
         Val Loss=1.1290, Accuracy=60.29%
         MMD Loss=0.0000, Regular Loss=0.2957
Epoch 3: Train Loss=0.1793, Accuracy=94.62%
         Val Loss=0.9751, Accuracy=66.72%
         MMD Loss=0.0000, Regular Loss=0.1788
Epoch 4: Train Loss=0.1565, Accuracy=95.24%
         Val Loss=0.9236, Accuracy=70.52%
         MMD Loss=0.0000, Regular Loss=0.1561
Epoch 5: Train Loss=0.1129, Accuracy=96.82%
         Val Loss=1.1531, Accuracy=72.44%
         MMD Loss=0.0000, Regular Loss=0.1137
Epoch 6: Train Loss=0.0936, Accuracy=97.41%
         Val Loss=0.9864, Accuracy=79.41%
         MMD Loss=0.0000, Regular Loss=0.0944
Epoch 7: Train Loss=0.0829, Accuracy=97.50%
         Val Loss=1.2169, Accuracy=73.25%
         MMD Loss=0.0000, Regular Loss=0.0829
Epoch 8: Train Loss=0.0583, Accuracy=98.19%
         Val Loss=0.9308, Accuracy=76.38%
         MMD Loss=0.0000, Regular Loss=0.0582
Epoch 9: Train Loss=0.0589, Accuracy=97.93%
         Val Loss=1.0480, Accuracy=78.80%
         MMD Loss=0.0000, Regular Loss=0.0588
Epoch 10: Train Loss=0.0600, Accuracy=98.33%
         Val Loss=0.7623, Accuracy=83.34%
         MMD Loss=0.0000, Regular Loss=0.0599
Epoch 11: Train Loss=0.0387, Accuracy=98.82%
         Val Loss=1.1925, Accuracy=76.53%
         MMD Loss=0.0000, Regular Loss=0.0386
Epoch 12: Train Loss=0.0343, Accuracy=98.82%
         Val Loss=1.0960, Accuracy=78.61%
         MMD Loss=0.0000, Regular Loss=0.0351
Epoch 13: Train Loss=0.0467, Accuracy=98.79%
         Val Loss=1.1082, Accuracy=76.98%
         MMD Loss=0.0000, Regular Loss=0.0465
Epoch 14: Train Loss=0.0253, Accuracy=99.21%
         Val Loss=1.2322, Accuracy=78.48%
         MMD Loss=0.0000, Regular Loss=0.0252
Epoch 15: Train Loss=0.0388, Accuracy=98.75%
         Val Loss=1.4754, Accuracy=74.68%
         MMD Loss=0.0000, Regular Loss=0.0387
Epoch 16: Train Loss=0.0281, Accuracy=99.08%
         Val Loss=1.2337, Accuracy=78.58%
         MMD Loss=0.0000, Regular Loss=0.0297
Epoch 17: Train Loss=0.0333, Accuracy=99.08%
         Val Loss=1.0860, Accuracy=80.91%
         MMD Loss=0.0000, Regular Loss=0.0332
Epoch 18: Train Loss=0.0175, Accuracy=99.31%
         Val Loss=1.3059, Accuracy=79.30%
         MMD Loss=0.0000, Regular Loss=0.0174
Epoch 19: Train Loss=0.0219, Accuracy=99.24%
         Val Loss=1.3238, Accuracy=79.62%
         MMD Loss=0.0000, Regular Loss=0.0219
Epoch 20: Train Loss=0.0205, Accuracy=99.41%
         Val Loss=1.1105, Accuracy=81.25%
         MMD Loss=0.0000, Regular Loss=0.0205
Training completed.
Model for train domain BenContainer to test domain AwsCont saved to exps/CNN_mmd2_0/BenContainer_to_AwsCont/weights/model_final_BenContainer_to_AwsCont.pth
Running MMD experiment for train domain: BenContainer and test domain: BenContainer
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Epoch 1: Train Loss=0.5779, Accuracy=80.96%
         Val Loss=0.6493, Accuracy=79.50%
         MMD Loss=0.0000, Regular Loss=0.5791
Epoch 2: Train Loss=0.2872, Accuracy=91.20%
         Val Loss=0.5816, Accuracy=81.76%
         MMD Loss=0.0000, Regular Loss=0.2869
Epoch 3: Train Loss=0.2011, Accuracy=93.89%
         Val Loss=0.5182, Accuracy=83.93%
         MMD Loss=0.0000, Regular Loss=0.2005
Epoch 4: Train Loss=0.1485, Accuracy=95.27%
         Val Loss=0.4200, Accuracy=86.28%
         MMD Loss=0.0000, Regular Loss=0.1533
Epoch 5: Train Loss=0.1202, Accuracy=96.16%
         Val Loss=0.4229, Accuracy=86.53%
         MMD Loss=0.0000, Regular Loss=0.1204
Epoch 6: Train Loss=0.0873, Accuracy=97.67%
         Val Loss=0.4846, Accuracy=87.36%
         MMD Loss=0.0000, Regular Loss=0.0906
Epoch 7: Train Loss=0.0777, Accuracy=97.50%
         Val Loss=0.5048, Accuracy=85.94%
         MMD Loss=0.0000, Regular Loss=0.0780
Epoch 8: Train Loss=0.0762, Accuracy=97.67%
         Val Loss=0.4380, Accuracy=88.62%
         MMD Loss=0.0000, Regular Loss=0.0760
Epoch 9: Train Loss=0.0567, Accuracy=98.19%
         Val Loss=0.4974, Accuracy=88.70%
         MMD Loss=0.0000, Regular Loss=0.0566
Epoch 10: Train Loss=0.0463, Accuracy=98.52%
         Val Loss=0.4303, Accuracy=90.38%
         MMD Loss=0.0000, Regular Loss=0.0485
Epoch 11: Train Loss=0.0534, Accuracy=98.16%
         Val Loss=0.5082, Accuracy=88.95%
         MMD Loss=0.0000, Regular Loss=0.0532
Epoch 12: Train Loss=0.0250, Accuracy=99.41%
         Val Loss=0.5391, Accuracy=88.87%
         MMD Loss=0.0000, Regular Loss=0.0250
Epoch 13: Train Loss=0.0284, Accuracy=99.21%
         Val Loss=0.3996, Accuracy=90.88%
         MMD Loss=0.0000, Regular Loss=0.0283
Epoch 14: Train Loss=0.0291, Accuracy=99.05%
         Val Loss=0.2982, Accuracy=91.80%
         MMD Loss=0.0000, Regular Loss=0.0290
Epoch 15: Train Loss=0.0567, Accuracy=98.19%
         Val Loss=0.6410, Accuracy=88.70%
         MMD Loss=0.0000, Regular Loss=0.0573
Epoch 16: Train Loss=0.0244, Accuracy=99.24%
         Val Loss=0.4437, Accuracy=90.63%
         MMD Loss=0.0000, Regular Loss=0.0243
Epoch 17: Train Loss=0.0382, Accuracy=98.72%
         Val Loss=0.4496, Accuracy=91.13%
         MMD Loss=0.0000, Regular Loss=0.0381
Epoch 18: Train Loss=0.0187, Accuracy=99.41%
         Val Loss=0.3065, Accuracy=92.38%
         MMD Loss=0.0000, Regular Loss=0.0187
Epoch 19: Train Loss=0.0150, Accuracy=99.41%
         Val Loss=0.3161, Accuracy=92.13%
         MMD Loss=0.0000, Regular Loss=0.0150
Epoch 20: Train Loss=0.0107, Accuracy=99.77%
         Val Loss=0.4167, Accuracy=91.97%
         MMD Loss=0.0000, Regular Loss=0.0107
Training completed.
