Running MMD experiment for train domain: AwsCont and test domain: AwsCont
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Epoch 1: Train Loss=0.2311, Accuracy=92.89%
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_CabSpicy1_256.pkl
Epoch 1: Train Loss=0.2246, Accuracy=92.96%
         Val Loss=0.8019, Accuracy=71.46%
         MMD Loss=0.0941, Regular Loss=0.2248
Epoch 2: Train Loss=0.0627, Accuracy=98.16%
         Val Loss=0.6400, Accuracy=81.77%
         MMD Loss=0.0950, Regular Loss=0.0626
Epoch 3: Train Loss=0.0343, Accuracy=98.95%
         Val Loss=1.1569, Accuracy=71.23%
         MMD Loss=0.0956, Regular Loss=0.0343
Epoch 4: Train Loss=0.0247, Accuracy=99.20%
         Val Loss=0.9498, Accuracy=80.15%
         MMD Loss=0.0957, Regular Loss=0.0247
Epoch 5: Train Loss=0.0215, Accuracy=99.37%
         Val Loss=0.9438, Accuracy=79.80%
         MMD Loss=0.0960, Regular Loss=0.0215
Epoch 6: Train Loss=0.0173, Accuracy=99.44%
         Val Loss=0.9445, Accuracy=81.58%
         MMD Loss=0.0960, Regular Loss=0.0173
Epoch 7: Train Loss=0.0155, Accuracy=99.53%
         Val Loss=1.2528, Accuracy=77.27%
         MMD Loss=0.0956, Regular Loss=0.0155
Epoch 8: Train Loss=0.0117, Accuracy=99.63%
         Val Loss=1.3253, Accuracy=79.98%
         MMD Loss=0.0959, Regular Loss=0.0117
Epoch 9: Train Loss=0.0132, Accuracy=99.64%
         Val Loss=1.2850, Accuracy=78.32%
         MMD Loss=0.0960, Regular Loss=0.0132
Epoch 10: Train Loss=0.0104, Accuracy=99.69%
         Val Loss=1.9853, Accuracy=65.95%
         MMD Loss=0.0956, Regular Loss=0.0104
Epoch 11: Train Loss=0.0115, Accuracy=99.62%
         Val Loss=1.2035, Accuracy=75.11%
         MMD Loss=0.0955, Regular Loss=0.0115
Epoch 12: Train Loss=0.0072, Accuracy=99.76%
         Val Loss=1.4641, Accuracy=82.13%
         MMD Loss=0.0957, Regular Loss=0.0072
Epoch 13: Train Loss=0.0098, Accuracy=99.70%
         Val Loss=1.3525, Accuracy=77.36%
         MMD Loss=0.0948, Regular Loss=0.0098
Epoch 14: Train Loss=0.0101, Accuracy=99.70%
         Val Loss=1.0654, Accuracy=82.59%
         MMD Loss=0.0945, Regular Loss=0.0101
Epoch 15: Train Loss=0.0051, Accuracy=99.86%
         Val Loss=1.3384, Accuracy=81.53%
         MMD Loss=0.0946, Regular Loss=0.0051
Epoch 16: Train Loss=0.0049, Accuracy=99.89%
         Val Loss=1.7162, Accuracy=75.63%
         MMD Loss=0.0950, Regular Loss=0.0049
Epoch 17: Train Loss=0.0057, Accuracy=99.78%
         Val Loss=1.0447, Accuracy=84.04%
         MMD Loss=0.0951, Regular Loss=0.0057
Epoch 18: Train Loss=0.0057, Accuracy=99.86%
         Val Loss=1.5287, Accuracy=80.01%
         MMD Loss=0.0949, Regular Loss=0.0056
Epoch 19: Train Loss=0.0034, Accuracy=99.86%
         Val Loss=2.7152, Accuracy=65.29%
         MMD Loss=0.0945, Regular Loss=0.0034
Epoch 20: Train Loss=0.0054, Accuracy=99.82%
         Val Loss=1.8207, Accuracy=74.42%
         MMD Loss=0.0939, Regular Loss=0.0054
Training completed.
Model for train domain AwsCont to test domain CabSpicy1 saved to exps/CNN_mmd2_1e-6/AwsCont_to_CabSpicy1/weights/model_final_AwsCont_to_CabSpicy1.pth
Running MMD experiment for train domain: AwsCont and test domain: HujiPC
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_HujiPC_256.pkl
Epoch 1: Train Loss=0.2264, Accuracy=93.07%
         Val Loss=0.6634, Accuracy=81.19%
         MMD Loss=0.0932, Regular Loss=0.2264
Epoch 2: Train Loss=0.0586, Accuracy=98.17%
         Val Loss=0.6291, Accuracy=80.49%
         MMD Loss=0.0944, Regular Loss=0.0586
Epoch 3: Train Loss=0.0354, Accuracy=98.97%
         Val Loss=0.7051, Accuracy=81.06%
         MMD Loss=0.0949, Regular Loss=0.0354
Epoch 4: Train Loss=0.0288, Accuracy=99.15%
         Val Loss=0.5720, Accuracy=84.32%
         MMD Loss=0.0949, Regular Loss=0.0287
Epoch 5: Train Loss=0.0185, Accuracy=99.40%
         Val Loss=0.8310, Accuracy=79.14%
         MMD Loss=0.0952, Regular Loss=0.0185
Epoch 6: Train Loss=0.0187, Accuracy=99.45%
         Val Loss=0.6732, Accuracy=82.56%
         MMD Loss=0.0956, Regular Loss=0.0187
Epoch 7: Train Loss=0.0123, Accuracy=99.63%
         Val Loss=0.9615, Accuracy=82.48%
         MMD Loss=0.0954, Regular Loss=0.0123
Epoch 8: Train Loss=0.0116, Accuracy=99.62%
         Val Loss=0.8476, Accuracy=82.32%
         MMD Loss=0.0950, Regular Loss=0.0115
Epoch 9: Train Loss=0.0093, Accuracy=99.68%
         Val Loss=0.8192, Accuracy=84.73%
         MMD Loss=0.0955, Regular Loss=0.0093
Epoch 10: Train Loss=0.0103, Accuracy=99.73%
         Val Loss=0.9780, Accuracy=83.65%
         MMD Loss=0.0954, Regular Loss=0.0103
Epoch 11: Train Loss=0.0115, Accuracy=99.70%
         Val Loss=0.9326, Accuracy=84.52%
         MMD Loss=0.0956, Regular Loss=0.0115
Epoch 12: Train Loss=0.0098, Accuracy=99.75%
         Val Loss=0.9444, Accuracy=82.43%
         MMD Loss=0.0952, Regular Loss=0.0098
Epoch 13: Train Loss=0.0058, Accuracy=99.81%
         Val Loss=1.0804, Accuracy=82.82%
         MMD Loss=0.0949, Regular Loss=0.0058
Epoch 14: Train Loss=0.0041, Accuracy=99.86%
         Val Loss=0.9279, Accuracy=83.53%
         MMD Loss=0.0949, Regular Loss=0.0041
Epoch 15: Train Loss=0.0042, Accuracy=99.89%
         Val Loss=1.1111, Accuracy=81.35%
         MMD Loss=0.0952, Regular Loss=0.0041
Epoch 16: Train Loss=0.0069, Accuracy=99.81%
         Val Loss=1.0456, Accuracy=84.12%
         MMD Loss=0.0953, Regular Loss=0.0071
Epoch 17: Train Loss=0.0078, Accuracy=99.73%
         Val Loss=0.9817, Accuracy=85.36%
         MMD Loss=0.0954, Regular Loss=0.0078
Epoch 18: Train Loss=0.0027, Accuracy=99.93%
         Val Loss=1.1035, Accuracy=84.66%
         MMD Loss=0.0958, Regular Loss=0.0027
Epoch 19: Train Loss=0.0037, Accuracy=99.89%
         Val Loss=1.2236, Accuracy=82.65%
         MMD Loss=0.0957, Regular Loss=0.0037
Epoch 20: Train Loss=0.0056, Accuracy=99.84%
         Val Loss=1.0078, Accuracy=85.72%
         MMD Loss=0.0950, Regular Loss=0.0056
Training completed.
Model for train domain AwsCont to test domain HujiPC saved to exps/CNN_mmd2_1e-6/AwsCont_to_HujiPC/weights/model_final_AwsCont_to_HujiPC.pth
Running MMD experiment for train domain: AwsCont and test domain: TLVunContainer1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_TLVunContainer1_256.pkl
Epoch 1: Train Loss=nan, Accuracy=45.03%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 2: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 3: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 4: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 5: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 6: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 7: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 8: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 9: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 10: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 11: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 12: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 13: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 14: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 15: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 16: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 17: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 18: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 19: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 20: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Training completed.
Model for train domain AwsCont to test domain TLVunContainer1 saved to exps/CNN_mmd2_1e-6/AwsCont_to_TLVunContainer1/weights/model_final_AwsCont_to_TLVunContainer1.pth
Running MMD experiment for train domain: AwsCont and test domain: TLVunContainer2
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_TLVunContainer2_256.pkl
Epoch 1: Train Loss=0.2264, Accuracy=93.30%
         Val Loss=1.1507, Accuracy=68.97%
         MMD Loss=0.0930, Regular Loss=0.2263
Epoch 2: Train Loss=0.0636, Accuracy=98.15%
         Val Loss=1.6110, Accuracy=69.18%
         MMD Loss=0.0941, Regular Loss=0.0635
Epoch 3: Train Loss=0.0378, Accuracy=98.87%
         Val Loss=2.0973, Accuracy=68.77%
         MMD Loss=0.0946, Regular Loss=0.0378
Epoch 4: Train Loss=0.0229, Accuracy=99.25%
         Val Loss=1.9821, Accuracy=70.78%
         MMD Loss=0.0948, Regular Loss=0.0229
Epoch 5: Train Loss=0.0201, Accuracy=99.40%
         Val Loss=2.5488, Accuracy=68.87%
         MMD Loss=0.0949, Regular Loss=0.0201
Epoch 6: Train Loss=0.0168, Accuracy=99.40%
         Val Loss=1.6049, Accuracy=70.97%
         MMD Loss=0.0952, Regular Loss=0.0168
Epoch 7: Train Loss=0.0136, Accuracy=99.62%
         Val Loss=1.8284, Accuracy=70.70%
         MMD Loss=0.0949, Regular Loss=0.0136
Epoch 8: Train Loss=0.0121, Accuracy=99.65%
         Val Loss=2.7855, Accuracy=66.94%
         MMD Loss=0.0942, Regular Loss=0.0121
Epoch 9: Train Loss=0.0108, Accuracy=99.58%
         Val Loss=3.2236, Accuracy=69.31%
         MMD Loss=0.0948, Regular Loss=0.0108
Epoch 10: Train Loss=0.0067, Accuracy=99.78%
         Val Loss=2.2135, Accuracy=69.56%
         MMD Loss=0.0945, Regular Loss=0.0067
Epoch 11: Train Loss=0.0104, Accuracy=99.68%
         Val Loss=2.6785, Accuracy=69.89%
         MMD Loss=0.0940, Regular Loss=0.0104
Epoch 12: Train Loss=0.0081, Accuracy=99.75%
         Val Loss=2.6949, Accuracy=69.12%
         MMD Loss=0.0942, Regular Loss=0.0081
Epoch 13: Train Loss=0.0064, Accuracy=99.80%
         Val Loss=2.7392, Accuracy=70.62%
         MMD Loss=0.0940, Regular Loss=0.0064
Epoch 14: Train Loss=0.0051, Accuracy=99.84%
         Val Loss=3.0293, Accuracy=69.74%
         MMD Loss=0.0943, Regular Loss=0.0051
Epoch 15: Train Loss=0.0094, Accuracy=99.66%
         Val Loss=2.1995, Accuracy=70.86%
         MMD Loss=0.0945, Regular Loss=0.0094
Epoch 16: Train Loss=0.0066, Accuracy=99.77%
         Val Loss=3.4883, Accuracy=68.74%
         MMD Loss=0.0942, Regular Loss=0.0066
Epoch 17: Train Loss=0.0079, Accuracy=99.84%
         Val Loss=3.4494, Accuracy=67.04%
         MMD Loss=0.0944, Regular Loss=0.0079
Epoch 18: Train Loss=0.0054, Accuracy=99.81%
         Val Loss=2.9279, Accuracy=68.41%
         MMD Loss=0.0945, Regular Loss=0.0054
Epoch 19: Train Loss=0.0030, Accuracy=99.91%
         Val Loss=3.1577, Accuracy=70.20%
         MMD Loss=0.0942, Regular Loss=0.0030
Epoch 20: Train Loss=0.0049, Accuracy=99.86%
         Val Loss=3.2722, Accuracy=71.13%
         MMD Loss=0.0941, Regular Loss=0.0049
Training completed.
Model for train domain AwsCont to test domain TLVunContainer2 saved to exps/CNN_mmd2_1e-6/AwsCont_to_TLVunContainer2/weights/model_final_AwsCont_to_TLVunContainer2.pth
Running MMD experiment for train domain: BenContainer and test domain: AwsCont
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Epoch 1: Train Loss=0.5766, Accuracy=82.53%
         Val Loss=1.0472, Accuracy=60.89%
         MMD Loss=0.0940, Regular Loss=0.5772
Epoch 2: Train Loss=0.2856, Accuracy=91.23%
         Val Loss=1.3134, Accuracy=57.87%
         MMD Loss=0.0943, Regular Loss=0.2849
Epoch 3: Train Loss=0.1808, Accuracy=94.58%
         Val Loss=0.9583, Accuracy=70.20%
         MMD Loss=0.0940, Regular Loss=0.1802
Epoch 4: Train Loss=0.1434, Accuracy=95.83%
         Val Loss=1.0818, Accuracy=71.20%
         MMD Loss=0.0938, Regular Loss=0.1430
Epoch 5: Train Loss=0.1173, Accuracy=96.36%
         Val Loss=1.1907, Accuracy=74.66%
         MMD Loss=0.0933, Regular Loss=0.1173
Epoch 6: Train Loss=0.0879, Accuracy=97.11%
         Val Loss=1.0264, Accuracy=81.04%
         MMD Loss=0.0934, Regular Loss=0.0879
Epoch 7: Train Loss=0.0777, Accuracy=97.73%
         Val Loss=1.0724, Accuracy=78.24%
         MMD Loss=0.0934, Regular Loss=0.0810
Epoch 8: Train Loss=0.0688, Accuracy=97.87%
         Val Loss=0.9650, Accuracy=80.26%
         MMD Loss=0.0933, Regular Loss=0.0686
Epoch 9: Train Loss=0.0630, Accuracy=98.10%
         Val Loss=0.8944, Accuracy=78.19%
         MMD Loss=0.0929, Regular Loss=0.0628
Epoch 10: Train Loss=0.0481, Accuracy=98.79%
         Val Loss=1.2529, Accuracy=77.40%
         MMD Loss=0.0936, Regular Loss=0.0479
Epoch 11: Train Loss=0.0331, Accuracy=98.82%
         Val Loss=0.9436, Accuracy=82.13%
         MMD Loss=0.0935, Regular Loss=0.0330
Epoch 12: Train Loss=0.0358, Accuracy=98.92%
         Val Loss=1.1849, Accuracy=76.80%
         MMD Loss=0.0933, Regular Loss=0.0356
Epoch 13: Train Loss=0.0284, Accuracy=99.18%
         Val Loss=0.9707, Accuracy=79.58%
         MMD Loss=0.0935, Regular Loss=0.0284
Epoch 14: Train Loss=0.0281, Accuracy=99.21%
         Val Loss=1.2587, Accuracy=78.83%
         MMD Loss=0.0932, Regular Loss=0.0280
Epoch 15: Train Loss=0.0223, Accuracy=99.28%
         Val Loss=1.2030, Accuracy=81.12%
         MMD Loss=0.0930, Regular Loss=0.0222
Epoch 16: Train Loss=0.0237, Accuracy=99.24%
         Val Loss=1.5381, Accuracy=76.55%
         MMD Loss=0.0933, Regular Loss=0.0237
Epoch 17: Train Loss=0.0318, Accuracy=98.92%
         Val Loss=1.2093, Accuracy=83.22%
         MMD Loss=0.0935, Regular Loss=0.0317
Epoch 18: Train Loss=0.0214, Accuracy=99.28%
         Val Loss=1.4218, Accuracy=77.90%
         MMD Loss=0.0932, Regular Loss=0.0214
Epoch 19: Train Loss=0.0400, Accuracy=98.69%
         Val Loss=1.1242, Accuracy=83.02%
         MMD Loss=0.0934, Regular Loss=0.0399
Epoch 20: Train Loss=0.0208, Accuracy=99.51%
         Val Loss=1.3901, Accuracy=80.09%
         MMD Loss=0.0937, Regular Loss=0.0208
Training completed.
Model for train domain BenContainer to test domain AwsCont saved to exps/CNN_mmd2_1e-6/BenContainer_to_AwsCont/weights/model_final_BenContainer_to_AwsCont.pth
Running MMD experiment for train domain: BenContainer and test domain: BenContainer
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Epoch 1: Train Loss=0.5838, Accuracy=80.76%
         Val Loss=0.6343, Accuracy=80.08%
         MMD Loss=0.0963, Regular Loss=0.5852
Epoch 2: Train Loss=0.2885, Accuracy=91.56%
         Val Loss=0.5103, Accuracy=82.85%
         MMD Loss=0.0951, Regular Loss=0.2886
Epoch 3: Train Loss=0.1961, Accuracy=94.19%
         Val Loss=0.4929, Accuracy=85.02%
         MMD Loss=0.0944, Regular Loss=0.1956
Epoch 4: Train Loss=0.1547, Accuracy=95.60%
         Val Loss=0.4179, Accuracy=86.86%
         MMD Loss=0.0947, Regular Loss=0.1564
Epoch 5: Train Loss=0.1336, Accuracy=95.73%
         Val Loss=0.3528, Accuracy=89.29%
         MMD Loss=0.0946, Regular Loss=0.1335
Epoch 6: Train Loss=0.0935, Accuracy=97.01%
         Val Loss=0.5221, Accuracy=88.45%
         MMD Loss=0.0950, Regular Loss=0.0986
Epoch 7: Train Loss=0.0822, Accuracy=97.47%
         Val Loss=0.5409, Accuracy=89.29%
         MMD Loss=0.0949, Regular Loss=0.0831
Epoch 8: Train Loss=0.0758, Accuracy=97.57%
         Val Loss=0.5883, Accuracy=88.45%
         MMD Loss=0.0941, Regular Loss=0.0787
Epoch 9: Train Loss=0.0576, Accuracy=98.13%
         Val Loss=0.3464, Accuracy=91.30%
         MMD Loss=0.0944, Regular Loss=0.0574
Epoch 10: Train Loss=0.0427, Accuracy=98.72%
         Val Loss=0.5167, Accuracy=89.46%
         MMD Loss=0.0941, Regular Loss=0.0425
Epoch 11: Train Loss=0.0490, Accuracy=98.29%
         Val Loss=0.4077, Accuracy=90.88%
         MMD Loss=0.0943, Regular Loss=0.0489
Epoch 12: Train Loss=0.0432, Accuracy=98.65%
         Val Loss=0.5859, Accuracy=89.54%
         MMD Loss=0.0938, Regular Loss=0.0431
Epoch 13: Train Loss=0.0366, Accuracy=98.95%
         Val Loss=0.4668, Accuracy=91.13%
         MMD Loss=0.0940, Regular Loss=0.0365
Epoch 14: Train Loss=0.0333, Accuracy=98.88%
         Val Loss=0.5064, Accuracy=90.71%
         MMD Loss=0.0937, Regular Loss=0.0350
Epoch 15: Train Loss=0.0408, Accuracy=98.59%
         Val Loss=0.8595, Accuracy=88.37%
         MMD Loss=0.0939, Regular Loss=0.0413
Epoch 16: Train Loss=0.0333, Accuracy=98.82%
         Val Loss=0.6035, Accuracy=89.87%
         MMD Loss=0.0949, Regular Loss=0.0333
Epoch 17: Train Loss=0.0329, Accuracy=99.02%
         Val Loss=0.3449, Accuracy=92.64%
         MMD Loss=0.0948, Regular Loss=0.0330
Epoch 18: Train Loss=0.0314, Accuracy=98.88%
         Val Loss=0.3989, Accuracy=92.13%
         MMD Loss=0.0943, Regular Loss=0.0313
Epoch 19: Train Loss=0.0242, Accuracy=99.28%
         Val Loss=0.4516, Accuracy=92.38%
         MMD Loss=0.0942, Regular Loss=0.0242
Epoch 20: Train Loss=0.0149, Accuracy=99.54%
         Val Loss=0.5933, Accuracy=91.97%
         MMD Loss=0.0943, Regular Loss=0.0149
Training completed.
Model for train domain BenContainer to test domain BenContainer saved to exps/CNN_mmd2_1e-6/BenContainer_to_BenContainer/weights/model_final_BenContainer_to_BenContainer.pth
Running MMD experiment for train domain: BenContainer and test domain: CabSpicy1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
