Running MMD experiment for train domain: AwsCont and test domain: AwsCont
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Epoch 1: Train Loss=0.2388, Accuracy=92.90%
Epoch 3: Train Loss=0.0416, Accuracy=98.96%
         Val Loss=1.0608, Accuracy=71.63%
         MMD Loss=0.0937, Regular Loss=0.0322
Epoch 4: Train Loss=0.0328, Accuracy=99.29%
         Val Loss=1.2712, Accuracy=78.08%
         MMD Loss=0.0935, Regular Loss=0.0235
Epoch 5: Train Loss=0.0274, Accuracy=99.39%
         Val Loss=1.1634, Accuracy=78.16%
         MMD Loss=0.0933, Regular Loss=0.0181
Epoch 6: Train Loss=0.0214, Accuracy=99.62%
         Val Loss=1.7423, Accuracy=74.81%
         MMD Loss=0.0934, Regular Loss=0.0121
Epoch 7: Train Loss=0.0227, Accuracy=99.56%
         Val Loss=1.9040, Accuracy=75.06%
         MMD Loss=0.0936, Regular Loss=0.0134
Epoch 8: Train Loss=0.0187, Accuracy=99.68%
         Val Loss=2.2587, Accuracy=70.79%
         MMD Loss=0.0932, Regular Loss=0.0094
Epoch 9: Train Loss=0.0186, Accuracy=99.68%
         Val Loss=1.3811, Accuracy=78.74%
         MMD Loss=0.0933, Regular Loss=0.0092
Epoch 10: Train Loss=0.0190, Accuracy=99.68%
         Val Loss=2.3550, Accuracy=73.47%
         MMD Loss=0.0932, Regular Loss=0.0097
Epoch 11: Train Loss=0.0195, Accuracy=99.68%
         Val Loss=1.4760, Accuracy=78.91%
         MMD Loss=0.0936, Regular Loss=0.0101
Epoch 12: Train Loss=0.0141, Accuracy=99.86%
         Val Loss=1.9576, Accuracy=78.83%
         MMD Loss=0.0930, Regular Loss=0.0048
Epoch 13: Train Loss=0.0152, Accuracy=99.81%
         Val Loss=2.2752, Accuracy=77.07%
         MMD Loss=0.0929, Regular Loss=0.0059
Epoch 14: Train Loss=0.0153, Accuracy=99.84%
         Val Loss=2.3177, Accuracy=74.48%
         MMD Loss=0.0926, Regular Loss=0.0060
Epoch 15: Train Loss=0.0191, Accuracy=99.73%
         Val Loss=2.2238, Accuracy=76.74%
         MMD Loss=0.0926, Regular Loss=0.0098
Epoch 16: Train Loss=0.0124, Accuracy=99.89%
         Val Loss=2.1485, Accuracy=77.91%
         MMD Loss=0.0923, Regular Loss=0.0031
Epoch 17: Train Loss=0.0144, Accuracy=99.88%
         Val Loss=1.4377, Accuracy=78.83%
         MMD Loss=0.0919, Regular Loss=0.0052
Epoch 18: Train Loss=0.0152, Accuracy=99.84%
         Val Loss=2.5443, Accuracy=76.99%
         MMD Loss=0.0921, Regular Loss=0.0060
Epoch 19: Train Loss=0.0104, Accuracy=99.98%
         Val Loss=2.1486, Accuracy=80.50%
         MMD Loss=0.0919, Regular Loss=0.0012
Epoch 20: Train Loss=0.0103, Accuracy=99.97%
         Val Loss=2.3674, Accuracy=79.67%
         MMD Loss=0.0916, Regular Loss=0.0011
Training completed.
Model for train domain AwsCont to test domain BenContainer saved to exps/CNN_mmd2_1e-1/AwsCont_to_BenContainer/weights/model_final_AwsCont_to_BenContainer.pth
Running MMD experiment for train domain: AwsCont and test domain: CabSpicy1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_CabSpicy1_256.pkl
Epoch 1: Train Loss=0.2312, Accuracy=93.19%
         Val Loss=0.8448, Accuracy=72.69%
         MMD Loss=0.0937, Regular Loss=0.2225
Epoch 2: Train Loss=0.0702, Accuracy=98.31%
         Val Loss=0.5559, Accuracy=83.56%
         MMD Loss=0.0944, Regular Loss=0.0607
Epoch 3: Train Loss=0.0478, Accuracy=98.82%
         Val Loss=0.7750, Accuracy=78.59%
         MMD Loss=0.0948, Regular Loss=0.0383
Epoch 4: Train Loss=0.0345, Accuracy=99.18%
         Val Loss=0.7821, Accuracy=81.33%
         MMD Loss=0.0938, Regular Loss=0.0251
Epoch 5: Train Loss=0.0315, Accuracy=99.26%
         Val Loss=0.8849, Accuracy=81.20%
         MMD Loss=0.0937, Regular Loss=0.0221
Epoch 6: Train Loss=0.0269, Accuracy=99.42%
         Val Loss=1.0515, Accuracy=78.67%
         MMD Loss=0.0938, Regular Loss=0.0175
Epoch 7: Train Loss=0.0234, Accuracy=99.56%
         Val Loss=1.1029, Accuracy=81.95%
         MMD Loss=0.0935, Regular Loss=0.0141
Epoch 8: Train Loss=0.0212, Accuracy=99.64%
         Val Loss=1.2386, Accuracy=84.68%
         MMD Loss=0.0931, Regular Loss=0.0119
Epoch 9: Train Loss=0.0198, Accuracy=99.67%
         Val Loss=1.3136, Accuracy=79.78%
         MMD Loss=0.0931, Regular Loss=0.0105
Epoch 10: Train Loss=0.0212, Accuracy=99.65%
         Val Loss=2.1873, Accuracy=70.75%
         MMD Loss=0.0927, Regular Loss=0.0119
Epoch 11: Train Loss=0.0203, Accuracy=99.66%
         Val Loss=1.6256, Accuracy=76.45%
         MMD Loss=0.0929, Regular Loss=0.0110
Epoch 12: Train Loss=0.0159, Accuracy=99.78%
         Val Loss=1.2916, Accuracy=82.17%
         MMD Loss=0.0927, Regular Loss=0.0066
Epoch 13: Train Loss=0.0163, Accuracy=99.81%
         Val Loss=1.5163, Accuracy=79.01%
         MMD Loss=0.0922, Regular Loss=0.0071
Epoch 14: Train Loss=0.0168, Accuracy=99.78%
         Val Loss=1.8384, Accuracy=79.24%
         MMD Loss=0.0919, Regular Loss=0.0076
Epoch 15: Train Loss=0.0178, Accuracy=99.73%
         Val Loss=2.2390, Accuracy=76.50%
         MMD Loss=0.0923, Regular Loss=0.0086
Epoch 16: Train Loss=0.0143, Accuracy=99.82%
         Val Loss=2.4995, Accuracy=72.85%
         MMD Loss=0.0921, Regular Loss=0.0051
Epoch 17: Train Loss=0.0182, Accuracy=99.77%
         Val Loss=1.0989, Accuracy=84.34%
         MMD Loss=0.0920, Regular Loss=0.0090
Epoch 18: Train Loss=0.0136, Accuracy=99.87%
         Val Loss=1.3780, Accuracy=82.34%
         MMD Loss=0.0920, Regular Loss=0.0044
Epoch 19: Train Loss=0.0143, Accuracy=99.86%
         Val Loss=3.2772, Accuracy=64.42%
         MMD Loss=0.0916, Regular Loss=0.0051
Epoch 20: Train Loss=0.0164, Accuracy=99.76%
         Val Loss=1.5635, Accuracy=80.15%
         MMD Loss=0.0918, Regular Loss=0.0072
Training completed.
Model for train domain AwsCont to test domain CabSpicy1 saved to exps/CNN_mmd2_1e-1/AwsCont_to_CabSpicy1/weights/model_final_AwsCont_to_CabSpicy1.pth
Running MMD experiment for train domain: AwsCont and test domain: HujiPC
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_HujiPC_256.pkl
Epoch 1: Train Loss=0.2347, Accuracy=93.09%
         Val Loss=0.6764, Accuracy=79.23%
         MMD Loss=0.0928, Regular Loss=0.2253
Epoch 2: Train Loss=0.0683, Accuracy=98.15%
         Val Loss=0.6803, Accuracy=79.58%
         MMD Loss=0.0935, Regular Loss=0.0589
Epoch 3: Train Loss=0.0449, Accuracy=98.90%
         Val Loss=0.9075, Accuracy=76.38%
         MMD Loss=0.0936, Regular Loss=0.0355
Epoch 4: Train Loss=0.0367, Accuracy=99.04%
         Val Loss=0.7351, Accuracy=80.37%
         MMD Loss=0.0941, Regular Loss=0.0273
Epoch 5: Train Loss=0.0287, Accuracy=99.33%
         Val Loss=0.9743, Accuracy=76.71%
         MMD Loss=0.0940, Regular Loss=0.0193
Epoch 6: Train Loss=0.0244, Accuracy=99.53%
         Val Loss=0.7263, Accuracy=83.91%
         MMD Loss=0.0936, Regular Loss=0.0150
Epoch 7: Train Loss=0.0227, Accuracy=99.56%
         Val Loss=0.8538, Accuracy=84.97%
         MMD Loss=0.0933, Regular Loss=0.0133
Epoch 8: Train Loss=0.0204, Accuracy=99.61%
         Val Loss=0.8126, Accuracy=82.05%
         MMD Loss=0.0935, Regular Loss=0.0113
Epoch 9: Train Loss=0.0204, Accuracy=99.63%
         Val Loss=1.0388, Accuracy=80.77%
         MMD Loss=0.0934, Regular Loss=0.0111
Epoch 10: Train Loss=0.0190, Accuracy=99.71%
         Val Loss=0.6759, Accuracy=86.59%
         MMD Loss=0.0938, Regular Loss=0.0096
Epoch 11: Train Loss=0.0154, Accuracy=99.80%
         Val Loss=1.1311, Accuracy=81.80%
         MMD Loss=0.0932, Regular Loss=0.0061
Epoch 12: Train Loss=0.0196, Accuracy=99.67%
         Val Loss=0.8576, Accuracy=86.16%
         MMD Loss=0.0932, Regular Loss=0.0103
Epoch 13: Train Loss=0.0158, Accuracy=99.78%
         Val Loss=0.7628, Accuracy=86.32%
         MMD Loss=0.0932, Regular Loss=0.0065
Epoch 14: Train Loss=0.0162, Accuracy=99.82%
         Val Loss=1.1935, Accuracy=81.59%
         MMD Loss=0.0926, Regular Loss=0.0070
Epoch 15: Train Loss=0.0165, Accuracy=99.70%
         Val Loss=0.8140, Accuracy=83.75%
         MMD Loss=0.0928, Regular Loss=0.0072
Epoch 16: Train Loss=0.0151, Accuracy=99.81%
         Val Loss=0.8786, Accuracy=85.11%
         MMD Loss=0.0929, Regular Loss=0.0058
Epoch 17: Train Loss=0.0118, Accuracy=99.91%
         Val Loss=0.9918, Accuracy=86.58%
         MMD Loss=0.0930, Regular Loss=0.0026
Epoch 18: Train Loss=0.0103, Accuracy=99.98%
         Val Loss=1.3658, Accuracy=82.23%
         MMD Loss=0.0925, Regular Loss=0.0011
Epoch 19: Train Loss=0.0185, Accuracy=99.81%
         Val Loss=1.2739, Accuracy=78.52%
         MMD Loss=0.0924, Regular Loss=0.0092
Epoch 20: Train Loss=0.0145, Accuracy=99.84%
         Val Loss=1.0611, Accuracy=84.43%
         MMD Loss=0.0923, Regular Loss=0.0053
Training completed.
Model for train domain AwsCont to test domain HujiPC saved to exps/CNN_mmd2_1e-1/AwsCont_to_HujiPC/weights/model_final_AwsCont_to_HujiPC.pth
Running MMD experiment for train domain: AwsCont and test domain: TLVunContainer1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_TLVunContainer1_256.pkl
Epoch 1: Train Loss=nan, Accuracy=44.99%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 2: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 3: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 4: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 5: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 6: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 7: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 8: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 9: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 10: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 11: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 12: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 13: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 14: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 15: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 16: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 17: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 18: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 19: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Epoch 20: Train Loss=nan, Accuracy=19.01%
         Val Loss=nan, Accuracy=7.97%
         MMD Loss=nan, Regular Loss=nan
Training completed.
Model for train domain AwsCont to test domain TLVunContainer1 saved to exps/CNN_mmd2_1e-1/AwsCont_to_TLVunContainer1/weights/model_final_AwsCont_to_TLVunContainer1.pth
Running MMD experiment for train domain: AwsCont and test domain: TLVunContainer2
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_TLVunContainer2_256.pkl
Epoch 1: Train Loss=0.2355, Accuracy=93.30%
         Val Loss=1.1608, Accuracy=68.68%
         MMD Loss=0.0929, Regular Loss=0.2262
Epoch 2: Train Loss=0.0728, Accuracy=98.13%
         Val Loss=1.6908, Accuracy=67.44%
         MMD Loss=0.0936, Regular Loss=0.0634
Epoch 3: Train Loss=0.0477, Accuracy=98.84%
         Val Loss=2.1361, Accuracy=68.93%
         MMD Loss=0.0938, Regular Loss=0.0383
Epoch 4: Train Loss=0.0377, Accuracy=99.07%
         Val Loss=1.8529, Accuracy=72.51%
         MMD Loss=0.0940, Regular Loss=0.0283
Epoch 5: Train Loss=0.0293, Accuracy=99.37%
         Val Loss=2.9505, Accuracy=69.18%
         MMD Loss=0.0940, Regular Loss=0.0199
Epoch 6: Train Loss=0.0241, Accuracy=99.56%
         Val Loss=1.8105, Accuracy=74.06%
         MMD Loss=0.0935, Regular Loss=0.0147
Epoch 7: Train Loss=0.0258, Accuracy=99.46%
         Val Loss=1.7561, Accuracy=72.30%
         MMD Loss=0.0930, Regular Loss=0.0164
Epoch 8: Train Loss=0.0212, Accuracy=99.62%
         Val Loss=2.6955, Accuracy=67.81%
         MMD Loss=0.0927, Regular Loss=0.0119
Epoch 9: Train Loss=0.0167, Accuracy=99.76%
         Val Loss=2.5458, Accuracy=72.78%
         MMD Loss=0.0925, Regular Loss=0.0075
Epoch 10: Train Loss=0.0182, Accuracy=99.72%
         Val Loss=2.4154, Accuracy=71.59%
         MMD Loss=0.0922, Regular Loss=0.0090
Epoch 11: Train Loss=0.0172, Accuracy=99.76%
         Val Loss=2.3607, Accuracy=71.18%
         MMD Loss=0.0923, Regular Loss=0.0080
Epoch 12: Train Loss=0.0190, Accuracy=99.70%
         Val Loss=3.3374, Accuracy=69.99%
         MMD Loss=0.0922, Regular Loss=0.0098
Epoch 13: Train Loss=0.0160, Accuracy=99.77%
         Val Loss=2.6820, Accuracy=72.15%
         MMD Loss=0.0922, Regular Loss=0.0068
Epoch 14: Train Loss=0.0139, Accuracy=99.84%
         Val Loss=3.7325, Accuracy=67.00%
         MMD Loss=0.0920, Regular Loss=0.0047
Epoch 15: Train Loss=0.0159, Accuracy=99.78%
         Val Loss=2.6341, Accuracy=74.44%
         MMD Loss=0.0920, Regular Loss=0.0067
Epoch 16: Train Loss=0.0142, Accuracy=99.84%
         Val Loss=3.6834, Accuracy=69.93%
         MMD Loss=0.0920, Regular Loss=0.0050
Epoch 17: Train Loss=0.0171, Accuracy=99.82%
         Val Loss=2.4861, Accuracy=73.07%
         MMD Loss=0.0923, Regular Loss=0.0079
Epoch 18: Train Loss=0.0108, Accuracy=99.94%
         Val Loss=3.5078, Accuracy=69.93%
         MMD Loss=0.0921, Regular Loss=0.0016
Epoch 19: Train Loss=0.0163, Accuracy=99.81%
         Val Loss=2.6531, Accuracy=70.24%
         MMD Loss=0.0918, Regular Loss=0.0071
Epoch 20: Train Loss=0.0129, Accuracy=99.93%
         Val Loss=2.2698, Accuracy=71.53%
         MMD Loss=0.0917, Regular Loss=0.0037
Training completed.
Model for train domain AwsCont to test domain TLVunContainer2 saved to exps/CNN_mmd2_1e-1/AwsCont_to_TLVunContainer2/weights/model_final_AwsCont_to_TLVunContainer2.pth
Running MMD experiment for train domain: BenContainer and test domain: AwsCont
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_AwsCont_256.pkl
Epoch 1: Train Loss=0.5849, Accuracy=82.60%
         Val Loss=1.0696, Accuracy=60.60%
         MMD Loss=0.0935, Regular Loss=0.5762
Epoch 2: Train Loss=0.2931, Accuracy=91.43%
         Val Loss=1.3857, Accuracy=56.55%
         MMD Loss=0.0939, Regular Loss=0.2830
Epoch 3: Train Loss=0.1930, Accuracy=94.85%
         Val Loss=0.9948, Accuracy=70.22%
         MMD Loss=0.0939, Regular Loss=0.1830
Epoch 4: Train Loss=0.1494, Accuracy=95.63%
         Val Loss=1.2358, Accuracy=68.68%
         MMD Loss=0.0935, Regular Loss=0.1397
Epoch 5: Train Loss=0.1350, Accuracy=96.29%
         Val Loss=1.2482, Accuracy=74.24%
         MMD Loss=0.0935, Regular Loss=0.1267
Epoch 6: Train Loss=0.1043, Accuracy=96.75%
         Val Loss=0.9604, Accuracy=80.29%
         MMD Loss=0.0937, Regular Loss=0.0950
Epoch 7: Train Loss=0.0871, Accuracy=97.54%
         Val Loss=1.1456, Accuracy=75.43%
         MMD Loss=0.0938, Regular Loss=0.0775
Epoch 8: Train Loss=0.0729, Accuracy=97.96%
         Val Loss=1.0731, Accuracy=78.53%
         MMD Loss=0.0933, Regular Loss=0.0636
Epoch 9: Train Loss=0.0753, Accuracy=97.93%
         Val Loss=1.2257, Accuracy=75.89%
         MMD Loss=0.0933, Regular Loss=0.0658
Epoch 10: Train Loss=0.0618, Accuracy=98.52%
         Val Loss=1.3370, Accuracy=78.00%
         MMD Loss=0.0936, Regular Loss=0.0523
Epoch 11: Train Loss=0.0500, Accuracy=98.65%
         Val Loss=1.6274, Accuracy=74.90%
         MMD Loss=0.0934, Regular Loss=0.0406
Epoch 12: Train Loss=0.0500, Accuracy=98.75%
         Val Loss=1.3132, Accuracy=76.51%
         MMD Loss=0.0932, Regular Loss=0.0406
Epoch 13: Train Loss=0.0363, Accuracy=99.02%
         Val Loss=1.0972, Accuracy=80.42%
         MMD Loss=0.0934, Regular Loss=0.0269
Epoch 14: Train Loss=0.0372, Accuracy=98.95%
         Val Loss=1.7274, Accuracy=73.99%
         MMD Loss=0.0932, Regular Loss=0.0278
Epoch 15: Train Loss=0.0406, Accuracy=99.15%
         Val Loss=1.5443, Accuracy=76.63%
         MMD Loss=0.0935, Regular Loss=0.0311
Epoch 16: Train Loss=0.0355, Accuracy=99.11%
         Val Loss=1.4392, Accuracy=76.45%
         MMD Loss=0.0934, Regular Loss=0.0261
Epoch 17: Train Loss=0.0243, Accuracy=99.57%
         Val Loss=1.6100, Accuracy=80.29%
         MMD Loss=0.0932, Regular Loss=0.0150
Epoch 18: Train Loss=0.0302, Accuracy=99.41%
         Val Loss=1.1964, Accuracy=81.68%
         MMD Loss=0.0935, Regular Loss=0.0208
Epoch 19: Train Loss=0.0352, Accuracy=99.11%
         Val Loss=1.6640, Accuracy=80.00%
         MMD Loss=0.0935, Regular Loss=0.0257
Epoch 20: Train Loss=0.0345, Accuracy=99.18%
         Val Loss=1.2379, Accuracy=82.34%
         MMD Loss=0.0932, Regular Loss=0.0251
Training completed.
Model for train domain BenContainer to test domain AwsCont saved to exps/CNN_mmd2_1e-1/BenContainer_to_AwsCont/weights/model_final_BenContainer_to_AwsCont.pth
Running MMD experiment for train domain: BenContainer and test domain: BenContainer
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
Epoch 1: Train Loss=0.5961, Accuracy=80.96%
         Val Loss=0.6346, Accuracy=79.92%
         MMD Loss=0.0958, Regular Loss=0.5883
Epoch 2: Train Loss=0.2998, Accuracy=91.23%
         Val Loss=0.4718, Accuracy=83.18%
         MMD Loss=0.0943, Regular Loss=0.2912
Epoch 3: Train Loss=0.2119, Accuracy=93.86%
         Val Loss=0.5134, Accuracy=85.52%
         MMD Loss=0.0938, Regular Loss=0.2022
Epoch 4: Train Loss=0.1637, Accuracy=95.21%
         Val Loss=0.4087, Accuracy=88.03%
         MMD Loss=0.0939, Regular Loss=0.1566
Epoch 5: Train Loss=0.1387, Accuracy=96.19%
         Val Loss=0.4166, Accuracy=88.54%
         MMD Loss=0.0940, Regular Loss=0.1290
Epoch 6: Train Loss=0.1059, Accuracy=96.91%
         Val Loss=0.4459, Accuracy=89.46%
         MMD Loss=0.0937, Regular Loss=0.1014
Epoch 7: Train Loss=0.0925, Accuracy=97.37%
         Val Loss=0.4267, Accuracy=89.79%
         MMD Loss=0.0938, Regular Loss=0.0840
Epoch 8: Train Loss=0.0731, Accuracy=98.06%
         Val Loss=0.6105, Accuracy=88.20%
         MMD Loss=0.0934, Regular Loss=0.0641
Epoch 9: Train Loss=0.0637, Accuracy=98.23%
         Val Loss=0.4219, Accuracy=89.79%
         MMD Loss=0.0934, Regular Loss=0.0550
Epoch 10: Train Loss=0.0547, Accuracy=98.79%
         Val Loss=0.5212, Accuracy=89.87%
         MMD Loss=0.0932, Regular Loss=0.0453
Epoch 11: Train Loss=0.0561, Accuracy=98.56%
         Val Loss=0.5840, Accuracy=89.87%
         MMD Loss=0.0930, Regular Loss=0.0468
Epoch 12: Train Loss=0.0463, Accuracy=98.79%
         Val Loss=0.5998, Accuracy=89.71%
         MMD Loss=0.0927, Regular Loss=0.0370
Epoch 13: Train Loss=0.0482, Accuracy=98.88%
         Val Loss=0.4978, Accuracy=90.71%
         MMD Loss=0.0928, Regular Loss=0.0388
Epoch 14: Train Loss=0.0428, Accuracy=98.75%
         Val Loss=0.5857, Accuracy=89.79%
         MMD Loss=0.0926, Regular Loss=0.0335
Epoch 15: Train Loss=0.0368, Accuracy=99.38%
         Val Loss=0.5578, Accuracy=90.04%
         MMD Loss=0.0931, Regular Loss=0.0274
Epoch 16: Train Loss=0.0303, Accuracy=99.41%
         Val Loss=0.4539, Accuracy=92.13%
         MMD Loss=0.0932, Regular Loss=0.0210
Epoch 17: Train Loss=0.0325, Accuracy=99.28%
         Val Loss=0.4860, Accuracy=90.79%
         MMD Loss=0.0931, Regular Loss=0.0233
Epoch 18: Train Loss=0.0375, Accuracy=99.05%
         Val Loss=0.3943, Accuracy=92.38%
         MMD Loss=0.0930, Regular Loss=0.0281
Epoch 19: Train Loss=0.0296, Accuracy=99.31%
         Val Loss=0.4721, Accuracy=91.97%
         MMD Loss=0.0932, Regular Loss=0.0203
Epoch 20: Train Loss=0.0324, Accuracy=99.31%
         Val Loss=0.4691, Accuracy=91.55%
         MMD Loss=0.0929, Regular Loss=0.0231
Training completed.
Model for train domain BenContainer to test domain BenContainer saved to exps/CNN_mmd2_1e-1/BenContainer_to_BenContainer/weights/model_final_BenContainer_to_BenContainer.pth
Running MMD experiment for train domain: BenContainer and test domain: CabSpicy1
Loading cached dataset from: data/ben_bucket/cached_datasets/datasets_BenContainer_256.pkl
